"","Correlation","Protein","Tissue"
"17179",0.311985502454154,"ENSG00000143748.18","Kidney"
"17180",0.139547275063189,"ENSG00000143751.10","Kidney"
"17181",0.561643497270603,"ENSG00000143753.13","Kidney"
"17182",-0.0383470344130771,"ENSG00000143756.12","Kidney"
"17183",0.0764855905365372,"ENSG00000143761.16","Kidney"
"17184",0.0476012638194949,"ENSG00000143771.12","Kidney"
"17185",0.709521352059821,"ENSG00000143772.9","Kidney"
"17186",0.278667593597506,"ENSG00000143774.16","Kidney"
"17187",0.792629183550603,"ENSG00000143776.18","Kidney"
"17188",0.297518437372349,"ENSG00000143793.13","Kidney"
"17189",0.46408962577184,"ENSG00000143797.12","Kidney"
"17190",0.538395004613131,"ENSG00000143799.13","Kidney"
"17191",0.33444760620923,"ENSG00000143801.17","Kidney"
"17192",0.253003976561512,"ENSG00000143811.19","Kidney"
"17193",0.549971451888386,"ENSG00000143815.15","Kidney"
"17194",0.690038440583826,"ENSG00000143819.12","Kidney"
"17195",0.668859552783025,"ENSG00000143839.15","Kidney"
"17196",0.58179464994548,"ENSG00000143842.15","Kidney"
"17197",0.586946251567741,"ENSG00000143845.15","Kidney"
"17198",0.671171530055372,"ENSG00000143850.16","Kidney"
"17199",0.745753697448517,"ENSG00000143851.15","Kidney"
"17200",0.474138712568508,"ENSG00000143862.8","Kidney"
"17201",0.64660981139043,"ENSG00000143870.13","Kidney"
"17202",0.548607106975208,"ENSG00000143878.10","Kidney"
"17203",0.16172121897773,"ENSG00000143882.12","Kidney"
"17204",0.400053825679749,"ENSG00000143889.16","Kidney"
"17205",0.742248340927424,"ENSG00000143891.17","Kidney"
"17206",0.553195867802609,"ENSG00000143919.15","Kidney"
"17207",0.705297961083613,"ENSG00000143924.19","Kidney"
"17208",0.3209991297289,"ENSG00000143942.5","Kidney"
"17209",0.0504211380384268,"ENSG00000143952.20","Kidney"
"17210",0.0205016004382048,"ENSG00000143970.17","Kidney"
"17211",0.135410658400223,"ENSG00000143971.9","Kidney"
"17212",-0.0770675453233703,"ENSG00000143977.14","Kidney"
"17213",0.614691812443419,"ENSG00000143995.20","Kidney"
"17214",-0.00475061995097904,"ENSG00000144021.3","Kidney"
"17215",0.3301773857856,"ENSG00000144028.15","Kidney"
"17216",0.0221562530354099,"ENSG00000144029.12","Kidney"
"17217",-0.0350845400685125,"ENSG00000144034.16","Kidney"
"17218",0.603925272685818,"ENSG00000144035.4","Kidney"
"17219",0.278335230738874,"ENSG00000144036.16","Kidney"
"17220",0.459095614302345,"ENSG00000144040.13","Kidney"
"17221",0.300081553678925,"ENSG00000144048.10","Kidney"
"17222",0.298257839721254,"ENSG00000144061.13","Kidney"
"17223",0.565793196898487,"ENSG00000144118.14","Kidney"
"17224",0.268736546149453,"ENSG00000144120.13","Kidney"
"17225",-0.166552677318837,"ENSG00000144136.11","Kidney"
"17226",0.72548303574889,"ENSG00000144152.13","Kidney"
"17227",0.339736051544003,"ENSG00000144161.13","Kidney"
"17228",0.170055534987042,"ENSG00000144182.17","Kidney"
"17229",0.590301573732854,"ENSG00000144199.12","Kidney"
"17230",0.443268624062099,"ENSG00000144224.17","Kidney"
"17231",0.1765612217621,"ENSG00000144231.11","Kidney"
"17232",0.730456319303406,"ENSG00000144283.21","Kidney"
"17233",0.394762204300118,"ENSG00000144306.15","Kidney"
"17234",0.667743044016003,"ENSG00000144320.14","Kidney"
"17235",0.655855855855856,"ENSG00000144331.20","Kidney"
"17236",0.439863359351058,"ENSG00000144357.17","Kidney"
"17237",0.806699523647307,"ENSG00000144366.16","Kidney"
"17238",-0.311198945981555,"ENSG00000144395.18","Kidney"
"17239",0.457880618086864,"ENSG00000144426.18","Kidney"
"17240",0.306372549019608,"ENSG00000144451.19","Kidney"
"17241",0.648631877949635,"ENSG00000144455.14","Kidney"
"17242",0.0140411381776954,"ENSG00000144468.17","Kidney"
"17243",0.379939869042694,"ENSG00000144524.18","Kidney"
"17244",0.44712446901668,"ENSG00000144535.19","Kidney"
"17245",-0.314685314685315,"ENSG00000144554.10","Kidney"
"17246",0.129228228084269,"ENSG00000144559.10","Kidney"
"17247",0.426057278620367,"ENSG00000144560.15","Kidney"
"17248",0.528300439923491,"ENSG00000144566.11","Kidney"
"17249",0.122814677047838,"ENSG00000144567.11","Kidney"
"17250",0.152766164554484,"ENSG00000144579.7","Kidney"
"17251",0.145576679663951,"ENSG00000144580.13","Kidney"
"17252",0.416950846505246,"ENSG00000144589.22","Kidney"
"17253",0.524044380650773,"ENSG00000144591.19","Kidney"
"17254",0.216034460887682,"ENSG00000144597.14","Kidney"
"17255",0.541871922563211,"ENSG00000144635.9","Kidney"
"17256",0.764855939122376,"ENSG00000144642.22","Kidney"
"17257",0.758994529522975,"ENSG00000144645.14","Kidney"
"17258",0.332837596719595,"ENSG00000144647.6","Kidney"
"17259",0.347985347985348,"ENSG00000144668.12","Kidney"
"17260",0.654921689360098,"ENSG00000144674.16","Kidney"
"17261",0.160452012813405,"ENSG00000144677.15","Kidney"
"17262",0.301042851010744,"ENSG00000144711.16","Kidney"
"17263",0.46710530510236,"ENSG00000144712.12","Kidney"
"17264",0.133998539306631,"ENSG00000144713.13","Kidney"
"17265",0.791454099442219,"ENSG00000144724.20","Kidney"
"17266",0.112382997321699,"ENSG00000144741.17","Kidney"
"17267",0.30613645915827,"ENSG00000144744.17","Kidney"
"17268",0.53841676113979,"ENSG00000144746.7","Kidney"
"17269",0.604785011486978,"ENSG00000144747.17","Kidney"
"17270",0.493833474390205,"ENSG00000144791.10","Kidney"
"17271",0.694030266124998,"ENSG00000144810.16","Kidney"
"17272",0.85197774872765,"ENSG00000144824.21","Kidney"
"17273",0.494762192688975,"ENSG00000144827.9","Kidney"
"17274",0.155941527243889,"ENSG00000144834.14","Kidney"
"17275",0.0826086956521739,"ENSG00000144837.9","Kidney"
"17276",0.261687376649316,"ENSG00000144840.10","Kidney"
"17277",0.658420259454909,"ENSG00000144843.11","Kidney"
"17278",-0.182352941176471,"ENSG00000144847.13","Kidney"
"17279",0.690964220916592,"ENSG00000144848.11","Kidney"
"17280",0.45327285162775,"ENSG00000144867.12","Kidney"
"17281",0.545454545454546,"ENSG00000144891.17","Kidney"
"17282",0.42230703805116,"ENSG00000144895.12","Kidney"
"17283",0.862992109013445,"ENSG00000144908.14","Kidney"
"17284",0.529753864188066,"ENSG00000144909.8","Kidney"
"17285",0.742966661174877,"ENSG00000144959.11","Kidney"
"17286",0.548524295950833,"ENSG00000145012.13","Kidney"
"17287",0.271836609842669,"ENSG00000145016.16","Kidney"
"17288",0.422254682898142,"ENSG00000145020.16","Kidney"
"17289",0.634361451746617,"ENSG00000145041.15","Kidney"
"17290",0.509733609439796,"ENSG00000145050.19","Kidney"
"17291",-0.33863376715344,"ENSG00000145087.12","Kidney"
"17292",0.161336032388664,"ENSG00000145088.9","Kidney"
"17293",0.0363636363636364,"ENSG00000145103.15","Kidney"
"17294",0.46984882418813,"ENSG00000145147.20","Kidney"
"17295",0.228106458774905,"ENSG00000145191.15","Kidney"
"17296",-0.174366737435282,"ENSG00000145192.13","Kidney"
"17297",0.308502041304523,"ENSG00000145214.14","Kidney"
"17298",0.0268540065565908,"ENSG00000145216.16","Kidney"
"17299",0.232896308405644,"ENSG00000145217.14","Kidney"
"17300",0.330680080285261,"ENSG00000145220.14","Kidney"
"17301",0.0490795862498423,"ENSG00000145241.11","Kidney"
"17302",0.102222222222222,"ENSG00000145246.14","Kidney"
"17303",0.629605121493078,"ENSG00000145247.12","Kidney"
"17304",0.738959484289661,"ENSG00000145284.12","Kidney"
"17305",0.577014126743766,"ENSG00000145293.16","Kidney"
"17306",-0.0634267540573075,"ENSG00000145321.13","Kidney"
"17307",0.436380179171333,"ENSG00000145331.14","Kidney"
"17308",0.11282437804271,"ENSG00000145332.14","Kidney"
"17309",0.233536880024601,"ENSG00000145335.17","Kidney"
"17310",0.0372750657879145,"ENSG00000145337.5","Kidney"
"17311",0.161601073715593,"ENSG00000145348.17","Kidney"
"17312",0.703412638364245,"ENSG00000145349.17","Kidney"
"17313",0.543324794450096,"ENSG00000145354.12","Kidney"
"17314",0.704745273644371,"ENSG00000145362.20","Kidney"
"17315",0.452811575442009,"ENSG00000145365.11","Kidney"
"17316",0.33444085148816,"ENSG00000145375.8","Kidney"
"17317",0.230237154150198,"ENSG00000145386.10","Kidney"
"17318",0.331087859758042,"ENSG00000145388.15","Kidney"
"17319",0.342548334758486,"ENSG00000145390.11","Kidney"
"17320",0.561255814623599,"ENSG00000145391.13","Kidney"
"17321",0.0303540347722969,"ENSG00000145414.9","Kidney"
"17322",0.805911330049261,"ENSG00000145423.5","Kidney"
"17323",0.0202415699060729,"ENSG00000145425.10","Kidney"
"17324",0.286742800192239,"ENSG00000145439.12","Kidney"
"17325",0.39341078778572,"ENSG00000145476.16","Kidney"
"17326",-0.0636849634597623,"ENSG00000145494.12","Kidney"
"17327",0.0376995583046076,"ENSG00000145495.16","Kidney"
"17328",0.315774155340258,"ENSG00000145555.15","Kidney"
"17329",0.589276435800918,"ENSG00000145569.6","Kidney"
"17330",0.263732000994233,"ENSG00000145592.14","Kidney"
"17331",0.649005108346784,"ENSG00000145623.13","Kidney"
"17332",0.756327672074549,"ENSG00000145626.12","Kidney"
"17333",0.711057539224223,"ENSG00000145649.8","Kidney"
"17334",0.302190590952393,"ENSG00000145675.15","Kidney"
"17335",0.807659359486887,"ENSG00000145681.11","Kidney"
"17336",0.376368347599671,"ENSG00000145685.14","Kidney"
"17337",0.398562141055251,"ENSG00000145687.16","Kidney"
"17338",0.849621087519635,"ENSG00000145692.15","Kidney"
"17339",0.853393526220272,"ENSG00000145703.16","Kidney"
"17340",0.352760929912067,"ENSG00000145708.11","Kidney"
"17341",0.573385981958128,"ENSG00000145715.15","Kidney"
"17342",0.688643343821862,"ENSG00000145725.19","Kidney"
"17343",0.623126009410288,"ENSG00000145730.20","Kidney"
"17344",0.124839598797924,"ENSG00000145734.19","Kidney"
"17345",0.485447932246372,"ENSG00000145740.19","Kidney"
"17346",0.227333135976045,"ENSG00000145741.15","Kidney"
"17347",0.5271450681039,"ENSG00000145743.17","Kidney"
"17348",0.679429306767714,"ENSG00000145779.8","Kidney"
"17349",-0.0307029104961496,"ENSG00000145781.9","Kidney"
"17350",0.152325301329679,"ENSG00000145782.13","Kidney"
"17351",0.466702549428404,"ENSG00000145817.17","Kidney"
"17352",0.753027233294975,"ENSG00000145819.18","Kidney"
"17353",0.628072805609939,"ENSG00000145824.13","Kidney"
"17354",-0.0378588128027883,"ENSG00000145826.9","Kidney"
"17355",0.0262725779967159,"ENSG00000145832.14","Kidney"
"17356",0.46470144352074,"ENSG00000145833.16","Kidney"
"17357",-0.158106091977835,"ENSG00000145850.9","Kidney"
"17358",0.552447552447553,"ENSG00000145861.9","Kidney"
"17359",0.364442689318737,"ENSG00000145868.17","Kidney"
"17360",0.60669677793412,"ENSG00000145882.11","Kidney"
"17361",0.382978489866991,"ENSG00000145901.15","Kidney"
"17362",0.572198990536849,"ENSG00000145907.15","Kidney"
"17363",-0.0215934209692405,"ENSG00000145912.9","Kidney"
"17364",0.498521341033602,"ENSG00000145919.11","Kidney"
"17365",0.134036296582837,"ENSG00000145920.15","Kidney"
"17366",0.0230878651931283,"ENSG00000145934.16","Kidney"
"17367",0.336934166099868,"ENSG00000145945.7","Kidney"
"17368",0.297808394353691,"ENSG00000145979.18","Kidney"
"17369",0.284757192623501,"ENSG00000145982.13","Kidney"
"17370",0.613262142463554,"ENSG00000145990.11","Kidney"
"17371",0.421729332867344,"ENSG00000145996.11","Kidney"
"17372",0.200047232927346,"ENSG00000146007.11","Kidney"
"17373",0.0117647058823529,"ENSG00000146021.15","Kidney"
"17374",0.907661133230623,"ENSG00000146038.12","Kidney"
"17375",0.240106403488124,"ENSG00000146063.20","Kidney"
"17376",0.346669935064484,"ENSG00000146066.3","Kidney"
"17377",0.595787545787546,"ENSG00000146070.17","Kidney"
"17378",0.290402654234269,"ENSG00000146085.8","Kidney"
"17379",0.697426852701823,"ENSG00000146094.14","Kidney"
"17380",0.0569028871739519,"ENSG00000146109.5","Kidney"
"17381",0.726998152331128,"ENSG00000146112.12","Kidney"
"17382",0.342364532019704,"ENSG00000146122.17","Kidney"
"17383",0.175432995450555,"ENSG00000146143.19","Kidney"
"17384",0.797486842436605,"ENSG00000146147.15","Kidney"
"17385",-0.0721103206978376,"ENSG00000146166.17","Kidney"
"17386",0.595987636906947,"ENSG00000146192.15","Kidney"
"17387",0.470023376633067,"ENSG00000146197.9","Kidney"
"17388",0.494620846324832,"ENSG00000146215.13","Kidney"
"17389",0.662098930481283,"ENSG00000146216.13","Kidney"
"17390",0.0815203515143038,"ENSG00000146223.16","Kidney"
"17391",0.473585941904479,"ENSG00000146232.17","Kidney"
"17392",0.415043816168664,"ENSG00000146242.9","Kidney"
"17393",0.548960814966977,"ENSG00000146247.14","Kidney"
"17394",0.762319772598624,"ENSG00000146281.6","Kidney"
"17395",0.319657525175898,"ENSG00000146282.18","Kidney"
"17396",-0.181818181818182,"ENSG00000146350.14","Kidney"
"17397",0.768069502828864,"ENSG00000146376.11","Kidney"
"17398",0.72180777311931,"ENSG00000146386.8","Kidney"
"17399",0.553023775595194,"ENSG00000146414.16","Kidney"
"17400",0.613583154868974,"ENSG00000146416.19","Kidney"
"17401",0.311381422165654,"ENSG00000146425.11","Kidney"
"17402",0.555288419740685,"ENSG00000146433.8","Kidney"
"17403",0.201984200722453,"ENSG00000146457.16","Kidney"
"17404",0.348185209687192,"ENSG00000146463.12","Kidney"
"17405",0.665057544404872,"ENSG00000146476.11","Kidney"
"17406",0.27972027972028,"ENSG00000146477.6","Kidney"
"17407",0.349766057801736,"ENSG00000146535.14","Kidney"
"17408",0.593780804617768,"ENSG00000146540.15","Kidney"
"17409",0.783178451813765,"ENSG00000146555.19","Kidney"
"17410",0.0677133621594391,"ENSG00000146576.13","Kidney"
"17411",-0.433566433566434,"ENSG00000146587.18","Kidney"
"17412",0.340464171238401,"ENSG00000146592.17","Kidney"
"17413",0.635233647229161,"ENSG00000146648.18","Kidney"
"17414",0.217391304347826,"ENSG00000146670.10","Kidney"
"17415",0.649791323605418,"ENSG00000146674.15","Kidney"
"17416",0.460583296330732,"ENSG00000146676.10","Kidney"
"17417",0.475920920430412,"ENSG00000146678.10","Kidney"
"17418",0.735959406794284,"ENSG00000146701.12","Kidney"
"17419",0.627873774786365,"ENSG00000146729.10","Kidney"
"17420",0.312670418560723,"ENSG00000146731.11","Kidney"
"17421",0.702679846407853,"ENSG00000146733.14","Kidney"
"17422",0.355249718902397,"ENSG00000146802.13","Kidney"
"17423",0.410543512596127,"ENSG00000146826.17","Kidney"
"17424",0.505564265844278,"ENSG00000146828.18","Kidney"
"17425",0.374107911979223,"ENSG00000146830.10","Kidney"
"17426",0.510059670635377,"ENSG00000146833.15","Kidney"
"17427",0.246812764182782,"ENSG00000146834.14","Kidney"
"17428",0.38998028661148,"ENSG00000146842.17","Kidney"
"17429",0.698118336617159,"ENSG00000146858.8","Kidney"
"17430",0.388794409579118,"ENSG00000146872.17","Kidney"
"17431",0.426573426573427,"ENSG00000146904.9","Kidney"
"17432",0.451784204355116,"ENSG00000146909.8","Kidney"
"17433",0.227027027027027,"ENSG00000146918.20","Kidney"
"17434",0.700328934734315,"ENSG00000146950.13","Kidney"
"17435",0.778659022137283,"ENSG00000146955.11","Kidney"
"17436",0.308423641998831,"ENSG00000146963.18","Kidney"
"17437",0.39194777698137,"ENSG00000146966.13","Kidney"
"17438",0.701058215850298,"ENSG00000147003.7","Kidney"
"17439",0.811697514618331,"ENSG00000147010.18","Kidney"
"17440",0.457172342621259,"ENSG00000147027.4","Kidney"
"17441",0.140701372468071,"ENSG00000147041.12","Kidney"
"17442",0.649164574245163,"ENSG00000147044.21","Kidney"
"17443",0.221516124856677,"ENSG00000147050.15","Kidney"
"17444",0.482455998452681,"ENSG00000147065.17","Kidney"
"17445",0.265479229404177,"ENSG00000147100.11","Kidney"
"17446",-0.104395604395604,"ENSG00000147119.4","Kidney"
"17447",0.163928484992275,"ENSG00000147123.10","Kidney"
"17448",0.141733625177198,"ENSG00000147130.14","Kidney"
"17449",0.395208115632964,"ENSG00000147133.15","Kidney"
"17450",0.378660693233344,"ENSG00000147140.16","Kidney"
"17451",0.0338675443723277,"ENSG00000147144.13","Kidney"
"17452",0.30765838921321,"ENSG00000147155.11","Kidney"
"17453",0.182401819705689,"ENSG00000147162.14","Kidney"
"17454",0.452176168747742,"ENSG00000147164.12","Kidney"
"17455",0.86753617723139,"ENSG00000147202.18","Kidney"
"17456",0.385698401745384,"ENSG00000147224.12","Kidney"
"17457",0.463603040898161,"ENSG00000147231.14","Kidney"
"17458",0.895909587160512,"ENSG00000147251.15","Kidney"
"17459",0.127911805882683,"ENSG00000147257.15","Kidney"
"17460",0.284149134948243,"ENSG00000147274.14","Kidney"
"17461",0.393128950367623,"ENSG00000147324.11","Kidney"
"17462",-0.0166399480724414,"ENSG00000147381.11","Kidney"
"17463",0.207576752063112,"ENSG00000147383.11","Kidney"
"17464",0.831666204719079,"ENSG00000147394.18","Kidney"
"17465",0.246807133088306,"ENSG00000147400.10","Kidney"
"17466",0.174129121039519,"ENSG00000147403.16","Kidney"
"17467",0.459194588379564,"ENSG00000147408.14","Kidney"
"17468",0.701135949596221,"ENSG00000147416.11","Kidney"
"17469",0.752363511326976,"ENSG00000147419.19","Kidney"
"17470",0.391523903257432,"ENSG00000147421.18","Kidney"
"17471",0.245900649101606,"ENSG00000147439.13","Kidney"
"17472",0.788754746616849,"ENSG00000147443.13","Kidney"
"17473",0.451445298249554,"ENSG00000147454.14","Kidney"
"17474",0.694346508292067,"ENSG00000147457.14","Kidney"
"17475",0.701609582224842,"ENSG00000147459.18","Kidney"
"17476",0.832991442040458,"ENSG00000147471.12","Kidney"
"17477",0.793131096451202,"ENSG00000147475.17","Kidney"
"17478",0.418356896406498,"ENSG00000147526.20","Kidney"
"17479",0.210545107709743,"ENSG00000147533.17","Kidney"
"17480",0.509565217391304,"ENSG00000147536.12","Kidney"
"17481",0.564680622164775,"ENSG00000147548.17","Kidney"
"17482",0.759673511070246,"ENSG00000147573.17","Kidney"
"17483",0.261845598795079,"ENSG00000147576.17","Kidney"
"17484",0.15696697456219,"ENSG00000147586.10","Kidney"
"17485",0.856106535077487,"ENSG00000147592.9","Kidney"
"17486",0.213805609294055,"ENSG00000147601.14","Kidney"
"17487",0.238517953169899,"ENSG00000147604.14","Kidney"
"17488",0.314179731243001,"ENSG00000147614.4","Kidney"
"17489",0.640722810135337,"ENSG00000147642.17","Kidney"
"17490",0.529523214083925,"ENSG00000147647.13","Kidney"
"17491",0.621403213028495,"ENSG00000147649.10","Kidney"
"17492",0.355695410599295,"ENSG00000147654.15","Kidney"
"17493",-0.0834305831727196,"ENSG00000147669.11","Kidney"
"17494",0.639207192305601,"ENSG00000147676.14","Kidney"
"17495",0.198761106764748,"ENSG00000147677.11","Kidney"
"17496",0.138728825757397,"ENSG00000147679.12","Kidney"
"17497",-0.0810981506579703,"ENSG00000147684.9","Kidney"
"17498",0.586165331889346,"ENSG00000147687.19","Kidney"
"17499",0.316409210016577,"ENSG00000147789.15","Kidney"
"17500",0.731364430539017,"ENSG00000147813.16","Kidney"
"17501",0.664894684331308,"ENSG00000147852.16","Kidney"
"17502",0.499141849917954,"ENSG00000147853.17","Kidney"
"17503",0.592043988634633,"ENSG00000147854.17","Kidney"
"17504",0.743197456457491,"ENSG00000147862.17","Kidney"
"17505",0.216837498247148,"ENSG00000147872.10","Kidney"
"17506",0.545730386760428,"ENSG00000147874.11","Kidney"
"17507",-0.039266615737204,"ENSG00000147889.17","Kidney"
"17508",0.37147487966383,"ENSG00000147894.17","Kidney"
"17509",0.31531408533956,"ENSG00000147905.17","Kidney"
"17510",0.148351648351648,"ENSG00000147912.13","Kidney"
"17511",0.181907935332593,"ENSG00000147955.17","Kidney"
"17512",0.285208111252409,"ENSG00000148019.14","Kidney"
"17513",0.54294547592017,"ENSG00000148057.16","Kidney"
"17514",0.513404722803706,"ENSG00000148090.12","Kidney"
"17515",0.429216072694654,"ENSG00000148143.13","Kidney"
"17516",0.00842477571202606,"ENSG00000148153.14","Kidney"
"17517",0.0295691111396819,"ENSG00000148154.10","Kidney"
"17518",0.770721501392663,"ENSG00000148158.17","Kidney"
"17519",0.460490006977526,"ENSG00000148175.13","Kidney"
"17520",0.323467067926506,"ENSG00000148180.19","Kidney"
"17521",0.566377613170979,"ENSG00000148187.18","Kidney"
"17522",0.274511256533728,"ENSG00000148204.12","Kidney"
"17523",0.194794853727298,"ENSG00000148218.16","Kidney"
"17524",0.363996530449415,"ENSG00000148219.16","Kidney"
"17525",0.0817709535868999,"ENSG00000148229.13","Kidney"
"17526",0.423005108614748,"ENSG00000148248.14","Kidney"
"17527",0.320958366655453,"ENSG00000148290.10","Kidney"
"17528",0.284950127034859,"ENSG00000148291.10","Kidney"
"17529",0.31745901133234,"ENSG00000148296.7","Kidney"
"17530",0.3150424420106,"ENSG00000148297.16","Kidney"
"17531",0.0570019604935384,"ENSG00000148300.12","Kidney"
"17532",0.020000219672797,"ENSG00000148303.17","Kidney"
"17533",0.243000561362186,"ENSG00000148308.17","Kidney"
"17534",0.26676740288405,"ENSG00000148331.12","Kidney"
"17535",0.380779791415312,"ENSG00000148334.15","Kidney"
"17536",0.478925214829195,"ENSG00000148335.14","Kidney"
"17537",0.386621818021725,"ENSG00000148337.21","Kidney"
"17538",0.415398880701012,"ENSG00000148339.12","Kidney"
"17539",0.434601857265614,"ENSG00000148341.17","Kidney"
"17540",0.278208606228323,"ENSG00000148343.18","Kidney"
"17541",0.677911187870993,"ENSG00000148344.11","Kidney"
"17542",0.35551699336514,"ENSG00000148346.12","Kidney"
"17543",0.500372043234394,"ENSG00000148356.13","Kidney"
"17544",0.299841353781068,"ENSG00000148357.16","Kidney"
"17545",0.332007042143158,"ENSG00000148358.19","Kidney"
"17546",0.566567913304186,"ENSG00000148362.11","Kidney"
"17547",-0.392156862745098,"ENSG00000148384.13","Kidney"
"17548",0.29880746194631,"ENSG00000148396.18","Kidney"
"17549",0.236655378164812,"ENSG00000148399.13","Kidney"
"17550",-0.0809289671664667,"ENSG00000148400.12","Kidney"
"17551",0.0919229111095449,"ENSG00000148411.8","Kidney"
"17552",0.84626367350525,"ENSG00000148426.13","Kidney"
"17553",0.3530355229951,"ENSG00000148429.14","Kidney"
"17554",0.0976244814148763,"ENSG00000148444.16","Kidney"
"17555",0.509651343692082,"ENSG00000148450.13","Kidney"
"17556",0.423885317966382,"ENSG00000148459.16","Kidney"
"17557",0.495778447116292,"ENSG00000148468.17","Kidney"
"17558",0.380085454654802,"ENSG00000148481.14","Kidney"
"17559",0.308311230450249,"ENSG00000148484.18","Kidney"
"17560",0.806108917071974,"ENSG00000148498.16","Kidney"
"17561",0.600480912081744,"ENSG00000148516.21","Kidney"
"17562",0.511149002115698,"ENSG00000148572.16","Kidney"
"17563",0.938758923894791,"ENSG00000148584.15","Kidney"
"17564",0.120755795193763,"ENSG00000148606.13","Kidney"
"17565",0.506683953803213,"ENSG00000148634.15","Kidney"
"17566",0.463140264427239,"ENSG00000148655.15","Kidney"
"17567",0.556354271079278,"ENSG00000148660.20","Kidney"
"17568",0.944275888611269,"ENSG00000148671.14","Kidney"
"17569",0.524295516560804,"ENSG00000148672.9","Kidney"
"17570",0.112465987035952,"ENSG00000148688.13","Kidney"
"17571",0.2064215576485,"ENSG00000148690.12","Kidney"
"17572",0.684801590724177,"ENSG00000148700.15","Kidney"
"17573",0.0941332813485991,"ENSG00000148702.15","Kidney"
"17574",0.446471889741446,"ENSG00000148719.15","Kidney"
"17575",0.462349530364475,"ENSG00000148730.7","Kidney"
"17576",0.548616600790514,"ENSG00000148773.14","Kidney"
"17577",0.0736142217245241,"ENSG00000148795.7","Kidney"
"17578",0.218051012236227,"ENSG00000148798.11","Kidney"
"17579",0.81744172956896,"ENSG00000148803.12","Kidney"
"17580",0.286408580308991,"ENSG00000148824.19","Kidney"
"17581",0.572923222802414,"ENSG00000148834.13","Kidney"
"17582",0.382469310036669,"ENSG00000148835.11","Kidney"
"17583",0.226325310640246,"ENSG00000148841.17","Kidney"
"17584",0.153048918815703,"ENSG00000148842.18","Kidney"
"17585",0.471914502675205,"ENSG00000148843.15","Kidney"
"17586",0.797780358831149,"ENSG00000148908.15","Kidney"
"17587",0.175380737878497,"ENSG00000148925.10","Kidney"
"17588",0.328998813864605,"ENSG00000148935.11","Kidney"
"17589",0.445146126922763,"ENSG00000148942.15","Kidney"
"17590",0.0104948679298807,"ENSG00000148943.12","Kidney"
"17591",0.187056645686783,"ENSG00000148950.11","Kidney"
"17592",0.153851155615607,"ENSG00000149016.16","Kidney"
"17593",0.0232901580430533,"ENSG00000149021.7","Kidney"
"17594",0.622643898203261,"ENSG00000149084.13","Kidney"
"17595",0.624264474099977,"ENSG00000149089.13","Kidney"
"17596",0.386211070334512,"ENSG00000149090.11","Kidney"
"17597",0.570944509868065,"ENSG00000149091.15","Kidney"
"17598",-0.0157019756641299,"ENSG00000149100.13","Kidney"
"17599",0.405343291626868,"ENSG00000149115.14","Kidney"
"17600",0.223567625768248,"ENSG00000149124.11","Kidney"
"17601",0.138479238041289,"ENSG00000149131.16","Kidney"
"17602",0.301418315228553,"ENSG00000149136.9","Kidney"
"17603",0.706728724448515,"ENSG00000149177.13","Kidney"
"17604",0.122316501201372,"ENSG00000149182.15","Kidney"
"17605",0.209619752325935,"ENSG00000149187.18","Kidney"
"17606",0.551529280566599,"ENSG00000149196.16","Kidney"
"17607",0.485839675029948,"ENSG00000149212.12","Kidney"
"17608",0.671327484236347,"ENSG00000149218.5","Kidney"
"17609",0.204061795525978,"ENSG00000149231.15","Kidney"
"17610",0.468531468531469,"ENSG00000149256.16","Kidney"
"17611",0.814667966855718,"ENSG00000149257.15","Kidney"
"17612",0.663653736326495,"ENSG00000149260.18","Kidney"
"17613",0.140725791332706,"ENSG00000149262.17","Kidney"
"17614",0.72363551016445,"ENSG00000149269.10","Kidney"
"17615",0.0760135970280885,"ENSG00000149273.15","Kidney"
"17616",0.409061958944959,"ENSG00000149289.11","Kidney"
"17617",0.508561167495581,"ENSG00000149292.16","Kidney"
"17618",0.812526942099179,"ENSG00000149294.16","Kidney"
"17619",0.445599468439419,"ENSG00000149300.10","Kidney"
"17620",-0.0844212678301576,"ENSG00000149308.17","Kidney"
"17621",0.541805671353702,"ENSG00000149311.18","Kidney"
"17622",0.609953902184263,"ENSG00000149313.11","Kidney"
"17623",0.455370482445904,"ENSG00000149328.15","Kidney"
"17624",0.247145410247312,"ENSG00000149357.10","Kidney"
"17625",0.675227896922922,"ENSG00000149418.11","Kidney"
"17626",0.662313699576428,"ENSG00000149428.19","Kidney"
"17627",0.148732736207184,"ENSG00000149452.16","Kidney"
"17628",0.195604900903376,"ENSG00000149474.13","Kidney"
"17629",0.431820491149995,"ENSG00000149476.15","Kidney"
"17630",0.195221215569623,"ENSG00000149480.7","Kidney"
"17631",-0.230161731207129,"ENSG00000149485.19","Kidney"
"17632",0.566906562681365,"ENSG00000149499.11","Kidney"
"17633",0.0556390977443609,"ENSG00000149503.13","Kidney"
"17634",0.367057959067345,"ENSG00000149532.15","Kidney"
"17635",0.447278099365604,"ENSG00000149541.10","Kidney"
"17636",0.36061180414352,"ENSG00000149547.15","Kidney"
"17637",0.00260399991521612,"ENSG00000149554.13","Kidney"
"17638",0.854179766878144,"ENSG00000149564.12","Kidney"
"17639",0.769425927369082,"ENSG00000149573.9","Kidney"
"17640",0.245873776567628,"ENSG00000149577.16","Kidney"
"17641",0.856379546652258,"ENSG00000149591.17","Kidney"
